movieId,id,title,vote_average,vote_count,runtime,original_language,overview,popularity,genres,runtime_buckets,popularity_norm,vote_average_norm,vote_count_norm,overview_length
156609,325133,Neighbors 2: Sorority Rising,5.817,4164,92,en,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,17.212,Comedy,medium,0.055347873311609994,0.6523494448805652,0.12071314683287433,34
156675,29398,Project X,5.6,12,97,en,"A spy is brought back from cryogenic suspension after being almost killed in a plane crash returning from a mission to learn about a deadly new weapon being developed in the East. But the vital memories are being suppressed, so the authorities use ultra-advanced technologies to try to uncover the secret.",3.851,"Science Fiction, Mystery",medium,0.010831684091984354,0.6280139060222047,0.0003478765038411364,51
156706,301608,The Trust,5.1,437,93,en,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,11.562,"Crime, Thriller",medium,0.036523199328308976,0.5719412358416508,0.01266850268154805,14
156726,376570,Hush,6.739,4313,82,en,A deaf woman is stalked by a psychotic killer in her secluded home.,12.858,"Horror, Thriller",medium,0.04084121304200069,0.7557474486935067,0.1250326134222351,13
156781,24784,Jimmy Carr: Telling Jokes,7.329,38,90,en,"Jimmy Carr delivers more of his cynical take on life's little absurdities in his trademark deadpan style in this live stand-up release. Jimmy unleashes his rapid-fire joke-telling and razor-sharp wit on topics ranging from religion and sex, to bullying and political correctness. Those brave enough to heckle are quickly put in their place by an array of colourful if brutal put-downs.",2.575,Comedy,medium,0.006580306392392834,0.8219131995065605,0.0011016089288302653,61
156783,49381,Jimmy Carr: Making People Laugh,7.25,36,113,en,Jimmy Carr: Making People Laugh features over two hours of material that's too rude for TV.,3.398,Comedy,medium,0.009322378372615264,0.813053717618033,0.0010436295115234093,16
157108,1659,Texas - Doc Snyder hält die Welt in Atem,6.113,40,86,de,"The dreaded Doc Snyder returns home after 30 years. After his long ride through the prairies of the wild west, his laundry is extremely dirty, and who could wash it better than his unshaven mommy? But first she sends him to the prison, from which he is to free his brother Hank, because otherwise he will be hanged. When that's done, they both spontaneously decide to rob a bank, which goes completely wrong. Before Doc Snyder's eyes, his beloved brother is shot by his intimate enemy, the Nose Man. Snyder initially manages to escape, but the Nose Man takes up the pursuit, and from then on many innocent people have to die - including Snyder's mother...",3.182,"Comedy, Western",medium,0.008602709420333313,0.6855444656274532,0.0011595883461371214,116
157110,1652,00 Schneider - Jagd auf Nihil Baxter,6.382,51,92,de,"The funny clown Bratislav Metulskie is found dead in circus ""Apollo"". The retired commissioner 00 Schneider is asked to assume control of the case. Schneider and his aged sidekick Körschgen investigate to find the murderer.",3.766,"Comedy, Crime",medium,0.010548481032058587,0.7157115621845912,0.0014784751413248296,35
157122,353326,The Man Who Knew Infinity,7.175,1300,108,en,"Growing up poor in Madras, India, Srinivasa Ramanujan Iyengar earns admittance to Cambridge University during WWI, where he becomes a pioneer in mathematical theories with the guidance of his professor, G.H. Hardy.",18.27,Drama,medium,0.05887291845750955,0.8046428170909499,0.037686621249456445,32
157130,366901,Despite the Falling Snow,5.875,80,94,en,"New York, 1961. Alexander Ivanov, a high-ranked Soviet bureaucrat, reluctantly defects to the West while is part of a diplomatic mission, feeling the grief of being unable to know the fate of his wife Katya, whom he has had to leave behind in Moscow. Only many years later, in 1991, he will finally find out the truth when his niece Lauren travels to Moscow to participate in a painting exhibition.",8.727,"Drama, Romance, Thriller",medium,0.027077544329608384,0.6588538746215095,0.0023191766922742428,70
157172,7237,Wizards of the Lost Kingdom II,2.1,29,79,en,"Three kingdoms have been overtaken by three evil lords and only Tyor, a teenage boy with magical powers, can restore peace to the land with the help of a bumbling elder, wizard and a hero in each kingdom. Tyor fights alongside them and eventually becomes a powerful wizard in his own right.",3.436,"Action, Fantasy",medium,0.009448986799405607,0.2355052147583268,0.000840701550949413,52
157200,303858,Money Monster,6.447,2763,98,en,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,16.113,"Thriller, Drama",medium,0.05168622433680507,0.7230010093080633,0.08009856500942165,23
157270,326423,Barbershop: The Next Cut,6.298,415,112,en,"To survive harsh economic times, Calvin and Angie have merged the barbershop and beauty salon into one business. The days of male bonding are gone as Eddie and the crew must now contend with sassy female co-workers and spirited clientele. As the battle of the sexes rages on, a different kind of conflict has taken over Chicago. Crime and gangs are on the rise, leaving Calvin worried about the fate of his son. Together, the friends come up with a bold plan to take back their beloved neighborhood.",10.53,"Comedy, Drama",medium,0.03308478100073966,0.7062913535942582,0.012030729091172634,88
157296,127380,Finding Dory,7.042,11429,97,en,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,26.562,"Adventure, Animation, Comedy, Family",medium,0.08650020990344442,0.7897274868229225,0.331323380200029,33
157312,323676,The Boss,5.833,1256,91,en,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",11.624,Comedy,medium,0.03672977097201954,0.654143770326343,0.03641107406870561,37
157340,153518,The Angry Birds Movie,6.205,3369,97,en,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",24.75,"Animation, Adventure, Comedy",medium,0.08046298702596806,0.6958618369406752,0.09766632845339904,56
157369,327536,Bakuman,6.33,47,119,ja,"Moritaka Mashiro doesn't want to follow in the path of his uncle who worked as a manga artist, but ultimately died because of exhaustion. Moritaka Mashiro figures he will graduate from school and work at an office. Things change though when falls in love with a girl at school. The girl, who hopes to become a voice actress, tells Moritaka they can marry, but only after they both achieve their dreams. Moritaka then teams up with fellow classmate Akito Takagi to publish their first manga.",5.176,"Drama, Comedy",medium,0.015246320026121321,0.7098800044858137,0.0013625163067111175,85
157407,332411,I Am Wrath,5.55,587,92,en,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,14.455,"Action, Crime, Drama, Thriller",medium,0.0461620987679001,0.6224066390041494,0.017016958979562256,20
157432,384737,Precious Cargo,5.113,256,99,en,"After a botched heist, Eddie  a murderous crime boss, hunts down the seductive thief Karen who failed him. In order to win back Eddie’s trust, Karen recruits her ex-lover and premier thief Jack to steal a cargo of rare precious gems. But when the job goes down, allegiances are betrayed and lines are crossed as Jack, Karen, and Eddie face off in a fateful showdown.",13.034,"Action, Crime, Thriller",medium,0.041427609966082274,0.5733991252663453,0.007421365415277576,65
157699,302401,Snowden,7.1,4081,134,en,CIA employee Edward Snowden leaks thousands of classified documents to the press.,19.194,"Drama, History, Crime, Thriller",long,0.06195150230893789,0.7962319165638667,0.1183070010146398,12
157775,34935,Tenchi Muyo! In Love,6.028,18,95,ja,"The demonic space criminal Kain has escaped from prison and destroyed the Galaxy Police headquarters. To ensure that the Jurai will not stop him, Kain travels back to 1970 to eliminate Tenchi's mother before he is even born. Now, Tenchi and the gang must travel to the past to stop him before he ceases to exist.",2.948,"Animation, Comedy",medium,0.0078230680553612,0.676012111696759,0.0005218147557617046,56
157865,234004,Ratchet & Clank,5.774,575,94,en,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",14.147,"Action, Adventure, Animation, Family",medium,0.04513590415075732,0.6475271952450375,0.01666908247572112,29
158022,386891,Kicking Off,3.5,4,85,en,"Kicking Off starts with the most important game of the season. Loyal fans Wigsy and Cliff watch in trepidation as their football team score the goal that will save them from relegation. Victory is bliss as a chorus of supporters chant and cry with elation. However, this frenzy of happiness quickly turns ugly as the referee disallows the deciding goal. With their hearts and fists pumping, adrenalin running and fury racing through their bloodstream, the fans take matters into their own hands and Cliff makes the fatal mistake of planning while intoxicated. Wigsy, a confirmed idiot, follows through with the said plan and in the darkest hours of the night he commits a crime that will cause chaos and catastrophe for him and his best mate Cliff. Kicking Off is cleverly filmed with split screen shots and slow motion montages. The characters are lovable thugs who will leave you laughing and grimacing at their lack of common sense.  The beautiful game just got ugly.",0.889,"Comedy, Crime",medium,0.0009628904037476097,0.392508691263878,0.00011595883461371213,164
158027,380254,SORI: Voice from the Heart,7.3,14,117,ko,"While desperately searching for his missing daughter, Hae-kwan comes across an AI satellite robot that remembers sounds from all over the world. Rejuvenated by the robot's abilities, Hae-kwan begins to track down his daughter's voice. As they continue their journey, they form an unforgettable bond.",2.877,"Drama, Science Fiction",medium,0.007586510205305559,0.8186609846360884,0.00040585592114799246,45
158035,245917,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,7.965,113,110,ja,"What would have happened if the Shiroyasha never existed?  Edo is thrown to chaos by a mysterious cause. Sakata Gintoki, now lives in a world where the future has changed, without him. What has happened to the Yorozuya?  Gintoki, who is now a ghost of the past, must once again carry the burden in order to save his friends. He must finish the biggest job ever, which may be the final job of Yorozuya.",10.909,"Action, Comedy, Science Fiction, Animation",medium,0.03434753346793809,0.8932376359762252,0.003275837077837368,74
158238,290250,The Nice Guys,7.108,7230,116,en,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,19.553,"Comedy, Crime, Action",medium,0.06314761876203613,0.7971290792867556,0.20959559356428467,20
158254,383121,Kindergarten Cop 2,4.953,213,100,en,"Assigned to recover sensitive stolen data, a gruff FBI agent goes undercover as a kindergarten teacher, but the school's liberal, politically correct environment is more than he bargained for.",8.293,"Comedy, Action",medium,0.025631542823634463,0.555455870808568,0.006174807943180171,29
158388,3786,Buck Rogers in the 25th Century,5.915,64,98,en,"Capt. William ""Buck"" Rogers is a jovial space cowboy who is accidentally time-warped from 1987 to 2491. Earth is engaged in interplanetary war following a global holocaust, and Buck's piloting skills make him an ideal starfighter recruit for the Earth Defense Directorate, where his closest colleagues are Dr. Huer (Tim O'Connor), squadron leader Col. Wilma Deering (former model Erin Gray), the wisecracking robot Twiki (voiced by cartoon legend Mel Blanc), and a portable computer-brain named Dr. Theopolis.",5.156,"Science Fiction, Adventure, Action",medium,0.015179684012021138,0.6633396882359538,0.001855341353819394,77
158398,44238,World of Glory,7.17,53,14,sv,The narrative portrays a plain man who guides the viewer through his life in a bleakly stylised world.,4.392,"Comedy, Drama",short,0.01263418827339424,0.8040820903891444,0.0015364545586316856,18
158402,380111,Flight Crew,7.013,238,138,ru,"A story about bravery, self-sacrifice and human dignity put on trial by the merciless power of nature. A young pilot is fired from military air force after disobeying an absurd order. He gets a job as a co-pilot with a civil airline. Being brutally honest and direct, he is not on best terms with his new colleagues. During a flight to Asia his crew receives a distress message from a volcanic island and makes a decision to attempt a rescue mission. Will it be a success? Will they survive the disaster? They have a single chance to find that out: by being a team and sticking up for one another.",15.106,Action,long,0.04833110102686098,0.7864752719524504,0.0068995506595158716,110
158528,332567,The Shallows,6.35,4789,86,en,"When Nancy is surfing on a secluded beach, she finds herself on the feeding ground of a great white shark. Though she is stranded only 200 yards from shore, survival proves to be the ultimate test of wills, requiring all of Nancy's ingenuity, resourcefulness, and fortitude.",19.501,"Horror, Drama, Thriller",medium,0.06297436512537566,0.7121229112930357,0.13883171474126685,46
158721,13099,Gen-X Cops,5.375,52,114,cn,"Four young officers of the Hong Kong Police are joined together to fight against organised crime using all possible means, even if this would lead them to break the law… Their first assignment is to eliminate a gang of criminals who have stolen a shipload of explosives.",8.496,"Action, Comedy, Thriller, Crime",medium,0.0263078983667513,0.6027812044409555,0.0015074648499782577,47
158783,290098,The Handmaiden,8.246,3299,145,ko,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",55.173,"Thriller, Drama, Romance",long,0.18182635987445778,0.9247504766176966,0.09563704884765908,26
158813,241259,Alice Through the Looking Glass,6.55,6025,113,en,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,34.545,"Adventure, Family, Fantasy",medium,0.11309797493153151,0.7345519793652574,0.1746629946369039,15
158830,267935,The BFG,6.253,3136,117,en,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",30.078,"Adventure, Family, Fantasy",medium,0.09821482118225616,0.7012448132780084,0.0909117263371503,85
158842,359871,My Scientology Movie,6.601,258,99,en,"Following a long fascination with the religion and with much experience in dealing with eccentric, unpalatable and unexpected human behavior, the beguilingly unassuming Theroux won't take no for an answer when his request to enter the Church's headquarters is turned down. Inspired by the Church's use of filming techniques, and aided by ex-members of the organization, Theroux uses actors to replay some incidents people claim they experienced as members in an attempt to better understand the way it operates. In a bizarre twist, it becomes clear that the Church is also making a film about Louis Theroux.",10.45,Documentary,medium,0.03281823694433894,0.7402713917236738,0.007479344832584433,97
158872,223702,Sausage Party,5.734,6789,89,en,Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,44.804,"Adventure, Animation, Comedy, Fantasy",medium,0.14727891836421914,0.6430413816305932,0.19681113204812292,30
158874,13125,Karate Bullfighter,6.538,13,85,ja,"Sonny Chiba plays  Kyokushin Karate founder Masutatsu Oyama, who unexpectedly arrives at a karate tournament in rags, but wins the tournament. After turning down the chance to fight at future tournaments he returns to his simple village life. He reluctantly returns to karate for a final showdown against the students of a rival school.",4.617,"Action, Drama",medium,0.013383843432021272,0.7332062352809241,0.00037686621249456443,54
158882,387398,All Yours,5.692,26,84,en,"Cass, a high-powered attorney and single mother of two, is on the hunt for a new nanny after her precocious kids ran off the last one.",3.53,"Comedy, Drama, Romance, TV Movie",medium,0.009762176065676455,0.6383312773354267,0.0007537324249891289,26
158956,384798,Kill Command,5.57,525,99,en,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",19.361,"Action, Horror, Science Fiction, Thriller",medium,0.0625079130266744,0.6246495458113716,0.015219597043049718,70
158966,334533,Captain Fantastic,7.912,6017,118,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,27.428,"Adventure, Drama",medium,0.08938554931398224,0.8872939329370865,0.17443107696767648,21
158972,374475,Toni Erdmann,7.0,882,162,de,Without warning a father comes to visit his daughter abroad. He believes that she lost her humor and therefore surprises her with a rampage of jokes.,8.284,"Comedy, Drama",long,0.025601556617289387,0.785017382527756,0.025568923032323526,26
159061,293670,The Wailing,7.331,1504,156,ko,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,15.353,"Horror, Mystery",long,0.049154055800998214,0.8221374901872828,0.04360052181475576,35
159069,83501,Comedy of the Strict Regime,5.091,11,78,ru,"The action is set in 1970 as the Soviet Union (and the entire progressive world) are preparing to celebrate Lenin's centenary. Not to be outdone, the camp commander decides to have the prisoners put on a play about Lenin's life. However, the ensuing preparations turn everything upside down and seem to offer a God-given chance to plot an escape.",1.366,Comedy,medium,0.002552159340036917,0.5709319277784008,0.0003188867951877084,59
159077,337154,The Meddler,5.937,316,100,en,"With a new iPhone, an apartment near the Grove, and a comfortable bank account left to her by her beloved late husband, Marnie Minervini has happily relocated from New Jersey to Los Angeles to be near her daughter Lori, a successful (but still single) screenwriter, and smother her with motherly love. But when the dozens of texts, unexpected visits, and conversations dominated by unsolicited advice force Lori to draw strict personal boundaries, Marnie finds ways to channel her eternal optimism and forceful generosity to change the lives of others - as well as her own - and find a new purpose in life.",7.232,"Comedy, Drama",medium,0.022096502275619885,0.6658068857238982,0.009160747934483258,103
159093,291805,Now You See Me 2,6.83,10172,129,en,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",33.753,"Crime, Thriller, Action, Mystery",long,0.11045918877316435,0.7659526746663676,0.29488331642266996,41
159161,396292,Ali Wong: Baby Cobra,7.238,160,60,en,"Ali Wong might be seven-months pregnant, but there’s not a fetus in the world that can stop this acerbic and savage train of comedy from delivering a masterful hour of stand-up.",6.916,Comedy,medium,0.02104365325283703,0.8117079735336997,0.0046383533845484855,31
159193,339397,Café Society,6.457,2543,97,en,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.",9.937,"Comedy, Drama, Romance",medium,0.031109023182669306,0.7241224627116744,0.07372082910566749,40
159403,37433,Neo Tokyo,6.638,80,50,ja,"A trilogy of separate stories. In ""Labyrinth labyrinthos"", a girl and her cat enter a strange world. In ""Running Man"", a racer takes on the ultimate opponent. In ""Construction Cancellation Order"", a man must shut down worker robots.",15.997,"Science Fiction, Animation, Adventure, Fantasy",medium,0.051299735455024024,0.7444207693170349,0.0023191766922742428,38
159415,347031,Swiss Army Man,6.9,3259,97,en,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",28.144,"Comedy, Drama, Romance, Fantasy, Adventure",medium,0.0917711186187687,0.7738028484916453,0.09447746050152196,71
159441,389053,The Do-Over,5.697,1399,108,en,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,11.916,"Action, Adventure, Comedy",medium,0.037702656777882176,0.6388920040372322,0.040556602406145816,29
159510,5434,Death Smiles on a Murderer,5.8,53,88,it,"Greta is a beautiful young woman abused by her brother Franz and left to die in childbirth by her illicit lover, the aristocrat Dr. von Ravensbrück. Bereft with grief, Franz reanimates his dead sister using a formula engraved on an ancient Incan medallion. Greta then returns as an undead avenging angel, reaping revenge on the Ravensbrück family and her manically possessive brother.",7.02,Horror,medium,0.02139016052615797,0.6504429740944264,0.0015364545586316856,62
159690,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,6.006,3247,112,en,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",37.237,"Action, Adventure, Comedy, Family, Science Fiction",medium,0.12206718242941582,0.6735449142088147,0.09412958399768083,56
159717,318121,The Fundamentals of Caring,7.31,2057,97,en,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",10.564,"Comedy, Drama",medium,0.03319806222470997,0.8197824380396994,0.05963183070010147,75
159755,341012,Popstar: Never Stop Never Stopping,6.617,1145,86,en,"When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.",14.168,"Comedy, Music",medium,0.045205871965562514,0.7420657171694516,0.033193216408175095,42
159779,398854,A Midsummer Night's Dream,5.636,11,90,en,"At the tyrannical court of Athens, pitiless dictator Theseus plans his wedding to Hippolyta, a prisoner of war, while young Hermia is sentenced to death by her own father for loving the wrong man. Meanwhile, in the town below, an amateur theatre group rehearses. And beyond Athens, in the wild woods, dark forces are stirring...",1.948,"Comedy, Fantasy, Romance",medium,0.004491267350352171,0.6320511382752046,0.0003188867951877084,55
159811,33108,The Bremen Town Musicians,6.9,80,20,ru,"A musical film about the adventures of the wandering musicians from Bremen such as Troubadour, Donkey, Dog, Cat and Rooster. In one of the towns Troubadour falls in love with a Princess and makes up a plan how to get the King's confidence.",3.754,"Animation, Drama, Fantasy, Family",short,0.010508499423598478,0.7738028484916453,0.0023191766922742428,43
159849,400608,Bo Burnham: Make Happy,8.1,342,60,en,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",8.065,"Comedy, Music",medium,0.024871892262892405,0.9083772569249747,0.009914480359472387,33
159858,259693,The Conjuring 2,7.293,7769,134,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,80.98,"Horror, Thriller",long,0.2678101406686258,0.8178759672535606,0.22522104652848238,24
159976,245913,Pelé: Birth of a Legend,7.381,998,107,en,"The life story of Brazilian football legend, Pele.",17.465,Drama,medium,0.056190818889977276,0.8277447572053381,0.028931729236121178,8
160080,43074,Ghostbusters,5.371,5976,117,en,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",40.052,"Action, Fantasy, Comedy",medium,0.13144620141401622,0.6023326230795111,0.17324249891288593,29
160271,302699,Central Intelligence,6.41,5473,107,en,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",25.567,"Action, Comedy, Crime, Mystery",medium,0.08318506820196044,0.7188516317147022,0.15866067546021162,20
160289,377462,O.J.: Made in America,8.421,203,467,en,"A chronicle of the rise and fall of O.J. Simpson, whose high-profile murder trial exposed the extent of American racial tensions, revealing a fractured and divided nation.",7.111,"Documentary, Crime, History",long,0.02169335439031379,0.9443759111808904,0.005884910856645891,27
160341,30948,Bloodmoon,7.0,17,102,en,"Ken O'Hara (Gary Daniels) is a ""Mindhunter"" - a serial killer specialist enlisted to find the mass murderer (Darren Shahlavi) intent on killing the strongest fighters in New York City. Trying to catch this cunning and clever killer is the hardest assignment Ken has ever had. Now, the moon is rising again and he must use all of his resources to hunt down the murderer....or he may be the next to die.",2.682,"Action, Thriller",medium,0.0069368090678287985,0.785017382527756,0.0004928250471082766,72
160400,267192,Genius,6.49,624,104,en,"New York in the 1920s. Max Perkins, a literary editor is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer falls into his hands, Perkins is convinced he has discovered a literary genius.",11.844,"History, Drama",medium,0.03746276712712153,0.7278232589435909,0.018089578199739092,49
160422,68309,The Wooden Horse,6.771,24,101,en,True story of three British POWs and their attempt to escape from Nazi Germany,3.452,"War, Drama",medium,0.009502295610685751,0.7593360995850622,0.0006957530076822728,14
160438,324668,Jason Bourne,6.329,5362,123,en,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,28.778,"Action, Thriller, Mystery, Drama",long,0.09388348026574442,0.7097678591454525,0.1554428177996811,20
160440,278348,The Maid's Room,4.9,11,98,en,"Drina, a young immigrant working as a live-in maid for a wealthy Long Island family, finds herself entangled in the family's web of dark secrets once she begins to suspect her employer's son has committed a terrible crime.",2.84,Thriller,medium,0.007463233579220225,0.5495121677694292,0.0003188867951877084,38
160527,90351,Sympathy for the Underdog,7.0,29,93,ja,A yakuza gang gets driven out of Yokohama by a big gang from Tokyo. They relocate to Okinawa to violently start over.,4.725,"Drama, Action, Crime",medium,0.013743677908162246,0.785017382527756,0.000840701550949413,22
160563,258489,The Legend of Tarzan,5.9,5917,109,en,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",27.807,"Fantasy, Action, Adventure",medium,0.09064830178118065,0.6616575081305373,0.17153210610233366,25
160565,316727,The Purge: Election Year,6.394,4919,105,en,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",32.648,"Action, Horror, Thriller",medium,0.10677754899412938,0.7170573062689246,0.1426003768662125,75
160567,316023,Mike and Dave Need Wedding Dates,6.06,2345,98,en,"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.",14.518,Comedy,medium,0.046372002212315674,0.6796007625883145,0.06798086679228874,80
160569,278154,Ice Age: Collision Course,6.073,4175,95,en,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",38.552,"Adventure, Animation, Family, Comedy, Science Fiction",medium,0.12644850035650268,0.681058652013009,0.12103203362806204,76
160571,345911,Lights Out,6.332,3611,81,en,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",20.444,"Horror, Thriller, Mystery",medium,0.06611625319019918,0.7101042951665358,0.10468183794752862,28
160573,294272,Pete's Dragon,6.379,2080,103,en,"For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",14.491,"Adventure, Family, Fantasy",medium,0.04628204359328043,0.7153751261635078,0.06029859399913031,122
160644,340611,Indignation,6.375,248,110,en,"In 1951, Marcus Messner, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with anti-Semitism, sexual repression, and the ongoing Korean War.",7.303,"Drama, Romance",medium,0.022333060125675524,0.7149265448020635,0.007189447746050152,28
160646,337874,Goat,5.397,242,103,en,"Reeling from a terrifying assault, a nineteen year old enrolls into college with his brother and pledges the same fraternity. What happens there, in the name of 'brotherhood,' tests him and his loyalty in brutal ways.",7.328,Drama,medium,0.022416355143300752,0.6052484019289,0.007015509494129584,36
160684,359412,Marauders,5.8,573,107,en,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,24.124,"Action, Crime, Thriller",medium,0.0783772797846324,0.6504429740944264,0.01661110305841426,22
160718,399106,Piper,8.164,1518,6,en,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",9.611,"Family, Animation",short,0.03002285615283637,0.9155545587080857,0.044006377735903754,31
160730,274504,The Adderall Diaries,5.359,192,87,en,"Writer and Adderall enthusiast Stephen Elliott reaches a low point when his estranged father resurfaces, claiming that Stephen has fabricated much of the dark childhood that that fuels his writing. Adrift in the precarious gray area of memory, Stephen is led by three sources of inspiration: a new romance, the best friend who shares his history, and a murder trial that reminds him more than a little of his own story. Based on the memoir of the same name.",9.101,"Thriller, Romance",medium,0.028323637793281762,0.6009868789951778,0.0055660240614581824,79
160836,70193,Hazard,6.526,19,103,ja,"Shin is a Japanese university student living a boring and meaningless life. One day, he spots a book titled Dangerous Ways to Walk the World, in which he finds a page written about hazards in New-York. Eager to get out, he jets off to New-York to find this inspiration.",3.094,"Drama, Crime",medium,0.008309510958292519,0.7318604911965908,0.0005508044644151327,49
